id,file_v1,author_ja,author_reading,author_sex,author_birth,author_death,title_aozora,aozora_person_id,aozora_work_id,aozora_card_url,year_first,year_first_end,year_source,period,period5,ndc,ndc_label,genre_main,genre_sub,form,audience,register_level,narration,first_medium,kana_orthography,completeness,note,tokens,types,ttr_x1000,kanji_ratio,katakana_ratio,bungo_per10k,kogo_per10k,p1_per10k,p3_per10k,gaiji_lost,kana_odoriji,kanji_odoriji,ditto_mark,latin_chars,arabic_digits,style_class,set,source_meta,measure_source,bungo_ratio,ndc_all,shoshutsu,needs_review
JLIT041,海野十三_火星兵団.txt,海野十三,うんの じゅうざ,M,1897,1949,火星兵団,000160,3368,https://www.aozora.gr.jp/cards/000160/card3368.html,1939,1940,card,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),K913,児童書／日本の小説・物語,Fiction,Juvenile-SF,novel,juvenile,popular,third,newspaper,新字新仮名,complete,「大毎小学生新聞」「東日本小学生新聞」1939年9月〜1940年12月,165042,8649,52.4,0.2503,0.017,16.1,263.6,42.3,13.0,0,0,393,0,0,135,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.058,,「大毎小学生新聞」大阪毎日新聞社、1939（昭和14）年9月24日～1940（昭和15）年12月31日、「東日本小学生新聞」東京日日新聞社、1939（昭和14）年9月24日～1940（昭和15）年12月30日,
JLIT042,漱石_こころ.txt,夏目漱石,なつめ そうせき,M,1867,1916,こころ,000148,773,https://www.aozora.gr.jp/cards/000148/card773.html,1914,1914,card,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Modern,novel,general,canonical,first,newspaper,新字新仮名,complete,「朝日新聞」1914年4〜8月,98669,6473,65.6,0.2954,0.0012,20.7,378.5,303.4,35.2,0,0,171,0,411,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.052,,「朝日新聞」1914（大正3）年4～8月,
JLIT043,漱石_三四郎.txt,夏目漱石,なつめ そうせき,M,1867,1916,三四郎,000148,794,https://www.aozora.gr.jp/cards/000148/card794.html,1908,1908,card,3_明治後期(1900-1911),3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Bildungsroman,novel,general,canonical,third,newspaper,新字新仮名,complete,「朝日新聞」1908年9月1日〜12月29日,94081,6827,72.57,0.2858,0.01,15.4,251.1,23.2,1.7,0,0,353,0,179,16,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.058,,「朝日新聞」1908（明治41）年9月1日～12月29日,
JLIT044,漱石_坊っちゃん.txt,夏目漱石,なつめ そうせき,M,1867,1916,坊っちゃん,000148,752,https://www.aozora.gr.jp/cards/000148/card752.html,1906,1906,card,3_明治後期(1900-1911),3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Modern,novella,general,canonical,first,magazine,新字新仮名,complete,「ホトトギス」1906年4月,51562,5455,105.79,0.3035,0.0133,15.9,176.1,118.5,0.8,0,0,82,0,27,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.083,,「ホトトギス」1906（明治39）年4月,
JLIT045,漱石_草枕.txt,夏目漱石,なつめ そうせき,M,1867,1916,草枕,000148,776,https://www.aozora.gr.jp/cards/000148/card776.html,1906,1906,card,3_明治後期(1900-1911),3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Aesthetic,novella,general,canonical,first,magazine,新字新仮名,complete,「新小説」1906年9月。漢文脈が濃い,48859,6822,139.63,0.3302,0.0056,41.5,205.5,17.6,6.1,0,0,71,0,291,0,B_過渡的文体,core,aozora_card,rebuilt:tokens_surface,0.168,,「新小説」1906（明治39）年9月,
JLIT046,福翁_学問.txt,福沢諭吉,ふくざわ ゆきち,M,1835,1901,学問のすすめ,000296,47061,https://www.aozora.gr.jp/cards/000296/card47061.html,1872,1876,card,1_明治前期(〜1886),1_明治前期〜中期(〜1899),370,教育（総記）,Nonfiction,Enlightenment-Didactic,treatise,general,canonical,none,book,新字新仮名,complete,初編1872年、全17編1876年完結。文語標識407.3/万語 ＝ 本コーパス中最も文語的,50787,5026,98.96,0.3517,0.0044,448.3,0.2,16.5,3.2,0,0,61,0,5,0,A_文語体,core,aozora_card,rebuilt:tokens_surface,1.0,,「学問のすすめ」1872（明治5）年2月,
JLIT047,福翁_自伝.txt,福沢諭吉,ふくざわ ゆきち,M,1835,1901,福翁自伝,000296,1864,https://www.aozora.gr.jp/cards/000296/card1864.html,1898,1899,card,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),289,伝記／個人伝記,Nonfiction,Autobiography,autobiography,general,canonical,first,newspaper,新字新仮名,complete,「時事新報」1898年7月〜1899年2月。口述筆記による言文一致の早期例,134615,9567,71.07,0.4345,0.0231,29.8,66.5,102.9,4.4,0,0,459,0,9,0,B_過渡的文体,core,aozora_card,rebuilt:tokens_surface,0.309,,「時事新報」時事新報社、1898（明治31）年7月1日号～1899（明治32）年2月16日号,
JLIT048,綺堂_両国の秋.txt,岡本綺堂,おかもと きどう,M,1872,1939,両国の秋,000082,478,https://www.aozora.gr.jp/cards/000082/card478.html,1916,1916,editor,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Ghost-Story,short-story,general,popular,third,magazine,新字新仮名,complete,カードに初出欄なし。v1 の1916を暫定的に維持、要確認,34485,4096,118.78,0.2755,0.0002,6.1,174.6,65.2,71.6,0,0,20,0,0,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.034,,,
JLIT049,綺堂_半七捕物帳.txt,岡本綺堂,おかもと きどう,M,1872,1939,半七捕物帳 69 白蝶怪,000082,964,https://www.aozora.gr.jp/cards/000082/card964.html,1936,1936,editor,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Detective-Edo,short-story,general,popular,first,magazine,新字新仮名,complete,【修正】シリーズ第69話。v1 の1917はシリーズ開始年。白蝶怪は後期作。要確認,44393,4167,93.87,0.3071,0.0003,5.9,248.5,44.6,44.6,0,0,132,0,0,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.023,,,
JLIT050,綺堂_玉藻の前.txt,岡本綺堂,おかもと きどう,M,1872,1939,玉藻の前,000082,480,https://www.aozora.gr.jp/cards/000082/card480.html,1917,1918,editor,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Historical-Fantasy,novel,general,popular,third,newspaper,新字新仮名,complete,カードに初出欄なし,75953,7344,96.69,0.3041,0.0001,14.4,183.0,43.1,104.4,0,0,60,0,0,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.073,,,
JLIT051,綺堂_青蛙堂鬼談.txt,岡本綺堂,おかもと きどう,M,1872,1939,青蛙堂鬼談,000082,1307,https://www.aozora.gr.jp/cards/000082/card1307.html,1926,1926,editor,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Ghost-Story,collection,general,popular,mixed,magazine,新字新仮名,complete,枠物語形式の怪談集。カードに初出欄なし,71887,6593,91.71,0.284,0.0019,21.1,294.8,65.5,48.3,0,0,97,0,37,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.067,,,
JLIT052,綺堂_飛騨の怪談.txt,岡本綺堂,おかもと きどう,M,1872,1939,飛騨の怪談,000082,49682,https://www.aozora.gr.jp/cards/000082/card49682.html,1912,1913,card,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Ghost-Story,novel,general,popular,first,newspaper,新字新仮名,complete,【修正】「やまと新聞」1912年11月13日〜1913年1月21日。v1 の1913は完結年,60980,5871,96.28,0.4055,0.0036,18.4,167.9,26.7,74.5,0,0,223,0,3,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.099,,「やまと新聞」1912（大正元）年11月13日～1913（大正2）年1月21日,
JLIT053,芥川_偸盗.txt,芥川竜之介,あくたがわ りゅうのすけ,M,1892,1927,偸盗,000879,31,https://www.aozora.gr.jp/cards/000879/card31.html,1917,1917,card,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Historical,novella,general,canonical,third,magazine,新字新仮名,complete,「中央公論」1917年4・7月,26435,3636,137.54,0.2581,0.0,11.0,171.7,89.3,40.5,0,0,41,0,0,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.06,,「中央公論」1917（大正6）年4、7月,
JLIT054,芥川_文芸的な.txt,芥川竜之介,あくたがわ りゅうのすけ,M,1892,1927,文芸的な、余りに文芸的な,000879,26,https://www.aozora.gr.jp/cards/000879/card26.html,1927,1927,card,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),914,日本文学／評論・随筆,Nonfiction,Criticism,essay,general,canonical,first,magazine,新字旧仮名,complete,【修正】NDC 914（随筆・評論）。「改造」1927年4〜8月,29611,3336,112.66,0.3789,0.0504,10.8,131.4,175.9,53.7,0,0,80,0,102,4,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.076,,「改造」1927（昭和2）年4～8月,
JLIT055,藤村_千曲川.txt,島崎藤村,しまざき とうそん,M,1872,1943,千曲川のスケッチ,000158,1503,https://www.aozora.gr.jp/cards/000158/card1503.html,1911,1912,editor,3_明治後期(1900-1911),3_明治後期(1900-1911),914,日本文学／評論・随筆,Nonfiction,Sketch-Essay,essay,general,canonical,first,magazine,新字新仮名,complete,【修正】NDC 914。写生文。カードに初出欄なし,50317,6101,121.25,0.3892,0.0132,16.9,112.3,118.1,4.8,0,0,178,0,139,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.131,,,
JLIT056,藤村_夜明け前.txt,島崎藤村,しまざき とうそん,M,1872,1943,夜明け前（第一部上〜第二部下）,000158,1504-1507,https://www.aozora.gr.jp/cards/000158/card1504.html,1929,1935,editor,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Historical,novel,general,canonical,third,magazine,新字新仮名,superseded,【修正】「中央公論」1929〜1935年。v1 の1935は完結年。青空文庫では4カードに分割 ／ v1 の合本。増補で 001504〜001507 を分冊ごとに取り直したので，この行の実測値を corpus 集計に足すと『夜明け前』を二重に数える。本文ファイルは持たない書誌専用の行として残す,502937,22716,45.17,0.3408,0.0045,22.5,39.5,24.7,32.4,52,0,560,0,0,0,C_口語体,core,aozora_card+editorial,v1_wakachi,0.3629,,,
JLIT057,藤村_家.txt,島崎藤村,しまざき とうそん,M,1872,1943,家（下）,000158,1510,https://www.aozora.gr.jp/cards/000158/card1510.html,1910,1911,editor,3_明治後期(1900-1911),3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Modern,novel,general,canonical,third,newspaper,新字新仮名,merged,下巻。本文は 000158_001509 に統合済み,85939,6074,70.68,0.368,0.0142,14.7,177.5,73.9,33.6,0,0,140,0,15,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.076,,,
JLIT058,藤村_新生.txt,島崎藤村,しまざき とうそん,M,1872,1943,新生,000158,843,https://www.aozora.gr.jp/cards/000158/card843.html,1918,1919,card,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Modern,novel,general,canonical,third,newspaper,新字新仮名,complete,【修正】「東京朝日新聞」1918年5月〜1919年10月。v1 の1919は完結年,206506,10194,49.36,0.3596,0.0114,14.4,118.4,72.8,95.7,0,0,251,0,866,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.108,,「東京朝日新聞」1918（大正7）年5月1日～10月5日、1919（大正8）年8月5日～10月24日,
JLIT059,藤村_破戒.txt,島崎藤村,しまざき とうそん,M,1872,1943,破戒,000158,1502,https://www.aozora.gr.jp/cards/000158/card1502.html,1906,1906,card,3_明治後期(1900-1911),3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Naturalist,novel,general,canonical,third,book,新字旧仮名,complete,緑蔭叢書1906年3月（自費出版）。新字旧仮名・仮名踊り字218件,124263,7816,62.9,0.4101,0.0015,23.3,91.3,53.3,23.7,0,0,358,0,0,0,B_過渡的文体,core,aozora_card,rebuilt:tokens_surface,0.203,,「破戒」緑蔭叢書第壱編、島崎春樹（自費出版）、1906（明治39）年3月25日,
JLIT060,鴎外_ヰタ.txt,森鴎外,もり おうがい,M,1862,1922,ヰタ・セクスアリス,000129,695,https://www.aozora.gr.jp/cards/000129/card695.html,1909,1909,card,3_明治後期(1900-1911),3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Modern,novella,general,canonical,first,magazine,新字新仮名,complete,「昴」1909年7月,35767,4337,121.26,0.3417,0.0015,14.5,226.2,149.6,11.2,0,0,37,0,856,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.06,,「昴」1909（明治42）年7月,
JLIT061,鴎外_伊沢蘭軒.txt,森鴎外,もり おうがい,M,1862,1922,伊沢蘭軒,000129,2084,https://www.aozora.gr.jp/cards/000129/card2084.html,1916,1917,card,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Nonfiction,Historical-Biography,biography,general,canonical,first,newspaper,新字旧仮名,complete,史伝。漢字率51.3%（最高）。外字欠落166件（最多）,315992,21617,68.41,0.5662,0.0013,90.5,104.5,45.4,3.4,0,0,402,0,0,0,B_過渡的文体,core,aozora_card,rebuilt:tokens_surface,0.464,,「大阪毎日新聞」「東京日日新聞」1916（大正5）年6月～1917（大正6）年9月,
JLIT062,鴎外_大塩平八郎.txt,森鴎外,もり おうがい,M,1862,1922,大塩平八郎,000129,2298,https://www.aozora.gr.jp/cards/000129/card2298.html,1914,1914,editor,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Historical,novella,general,canonical,third,magazine,新字旧仮名,complete,初出『中央公論』1914年1月。カードに初出欄なし,28614,4160,145.38,0.5127,0.0001,15.4,76.5,19.2,3.8,0,0,51,0,0,55,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.168,,,
JLIT063,鴎外_渋江抽斎.txt,森鴎外,もり おうがい,M,1862,1922,渋江抽斎,000129,2058,https://www.aozora.gr.jp/cards/000129/card2058.html,1916,1916,card,4_大正(1912-1925),4_大正(1912-1925),913,日本文学／小説・物語,Nonfiction,Historical-Biography,biography,general,canonical,first,newspaper,新字新仮名,complete,「大阪毎日新聞」「東京日日新聞」1916年1月13日〜5月17日。外字欠落17件,106527,10184,95.6,0.4538,0.003,26.5,199.9,28.2,2.1,0,0,110,0,0,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.117,,「大阪毎日新聞」「東京日日新聞」1916（大正5）年1月13日～5月17日,
JLIT064,鴎外_青年.txt,森鴎外,もり おうがい,M,1862,1922,青年,000129,2522,https://www.aozora.gr.jp/cards/000129/card2522.html,1910,1911,card,3_明治後期(1900-1911),3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Bildungsroman,novel,general,canonical,third,magazine,新字新仮名,complete,【修正】「昴」1910年3月〜1911年8月。v1 の1910は開始年のみ。ラテン文字1895字（独語）,73538,7203,97.95,0.3331,0.011,12.6,267.3,36.0,1.8,0,0,112,0,1895,0,C_口語体,core,aozora_card,rebuilt:tokens_surface,0.045,,「昴」1910（明治43）年3月～1911（明治44）年8月,
JLIT065,,島崎藤村,しまざき とうそん,M,1872,1943,夜明け前,000158,001504,https://www.aozora.gr.jp/cards/000158/card1504.html,1929,1935,sibling:JLIT056,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Historical,novel,general,canonical,third,magazine,新字新仮名,complete,第一部上〜第二部下の4カード（001504〜001507）を結合した1ファイル,120191,9958,82.85,0.368,0.0042,19.6,137.8,31.4,20.4,0,0,114,0,0,0,C_口語体,expansion,aozora_index+sibling:JLIT056,rebuilt:tokens_surface,0.125,,,
JLIT066,,島崎藤村,しまざき とうそん,M,1872,1943,夜明け前,000158,001505,https://www.aozora.gr.jp/cards/000158/card1505.html,1929,1935,sibling:JLIT056,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Historical,novel,general,canonical,third,magazine,新字新仮名,merged,第一部下。本文は 000158_001504 に統合済み,111893,9785,87.45,0.3808,0.0024,24.8,140.0,25.6,18.0,0,0,134,0,0,0,C_口語体,expansion,aozora_index+sibling:JLIT056,rebuilt:tokens_surface,0.15,,,
JLIT067,,島崎藤村,しまざき とうそん,M,1872,1943,夜明け前,000158,001506,https://www.aozora.gr.jp/cards/000158/card1506.html,1929,1935,sibling:JLIT056,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Historical,novel,general,canonical,third,magazine,新字新仮名,merged,第二部上。本文は 000158_001504 に統合済み,109741,9727,88.64,0.3612,0.0105,37.2,131.4,27.8,37.5,0,0,117,0,0,0,B_過渡的文体,expansion,aozora_index+sibling:JLIT056,rebuilt:tokens_surface,0.221,,,
JLIT068,,島崎藤村,しまざき とうそん,M,1872,1943,夜明け前,000158,001507,https://www.aozora.gr.jp/cards/000158/card1507.html,1929,1935,sibling:JLIT056,5_昭和戦前(1926-1944),5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Historical,novel,general,canonical,third,magazine,新字新仮名,merged,第二部下。本文は 000158_001504 に統合済み,130536,11230,86.03,0.3521,0.0027,21.6,98.4,25.2,71.3,0,0,147,0,0,0,C_口語体,expansion,aozora_index+sibling:JLIT056,rebuilt:tokens_surface,0.18,,,
JLIT069,,島崎藤村,しまざき とうそん,M,1872,1943,家,000158,001509,https://www.aozora.gr.jp/cards/000158/card1509.html,1910,1911,expansion_candidates,3_明治後期(1900-1911),3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Naturalist,novel,general,canonical,third,newspaper,新字新仮名,complete,上巻（001509）・下巻（001510）を結合した1ファイル,77421,6108,78.89,0.3676,0.0107,19.2,148.5,61.1,30.9,0,0,138,0,27,0,C_口語体,expansion,aozora_index+candidates+sibling:JLIT057,rebuilt:tokens_surface,0.114,,,
JLIT070,,ツルゲーネフ イワン,ツルゲーネフ イワン,M,1818,1883,あいびき,000005,000005,https://www.aozora.gr.jp/cards/000005/card5.html,1888,1888,editor,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),983,ロシア・ソヴィエト文学／小説,Fiction,Translation,short-story,general,canonical,first,magazine,新字新仮名,complete,底本: 日本文学全集1　坪内逍遥・二葉亭四迷集 ／ 二葉亭四迷訳。『猟人日記』の一人称。訳文が言文一致の実験 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 「国民之友」1888（明治21）年。二葉亭四迷訳,4782,1435,300.08,0.2288,0.0915,27.2,119.2,58.6,4.2,0,0,8,0,46,0,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.186,,,
JLIT071,,二葉亭四迷,ふたばてい しめい,M,1864,1909,浮雲,000006,001869,https://www.aozora.gr.jp/cards/000006/card1869.html,1887,1889,editor,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),913,日本文学／小説・物語,Fiction,Modern,novel,general,canonical,third,book,新字新仮名,incomplete,底本: 浮雲 ／ 未完。言文一致体小説の出発点 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 第一篇1887・第二篇1888は金港堂の単行本。第三篇のみ「都の花」,67675,7950,117.47,0.354,0.0543,27.5,110.5,28.2,2.2,0,0,154,0,486,0,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.199,,,
JLIT072,,尾崎紅葉,おざき こうよう,M,1868,1903,金色夜叉,000091,000522,https://www.aozora.gr.jp/cards/000091/card522.html,1897,1902,aozora_index,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),913,日本文学／小説・物語,Fiction,Melodrama,novel,general,canonical,third,newspaper,新字旧仮名,incomplete,底本: 金色夜叉 ／ 未完。読売新聞連載,158403,11658,73.6,0.3668,0.0027,195.6,131.2,69.4,61.4,0,0,317,0,22,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.599,,「読売新聞」1897（明治30）年1月1日～1902（明治35）年5月11日,
JLIT073,,山田美妙,やまだ びみょう,M,1868,1910,武蔵野,000843,042349,https://www.aozora.gr.jp/cards/000843/card42349.html,1887,1887,aozora_index,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),913,日本文学／小説・物語,Fiction,Historical,short-story,general,canonical,third,newspaper,新字新仮名,complete,底本: 日本の文学　77　名作集（一） ／ 「です・ます」体による言文一致の別系統,7357,1882,255.81,0.3198,0.012,9.5,125.1,29.9,1.4,0,0,20,0,0,0,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.071,,「読売新聞」1887（明治20）年11～12月,
JLIT074,,幸田露伴,こうだ ろはん,M,1867,1947,五重塔,000051,050351,https://www.aozora.gr.jp/cards/000051/card50351.html,1891,1892,aozora_index,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),913,日本文学／小説・物語,Fiction,Modern,novella,general,canonical,third,newspaper,新字新仮名,complete,底本: 日本の文学　1　坪内逍遙　二葉亭四迷　幸田露伴 ／ 雅俗折衷体。会話符を使わないので会話文比率は欠測,33278,5840,175.49,0.342,0.003,108.2,55.9,16.5,11.4,0,0,66,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.659,,「国会新聞」1891（明治24）年11月～1892（明治25）年4月,
JLIT075,,徳冨蘆花,とくとみ ろか,M,1868,1927,良夜,000280,046536,https://www.aozora.gr.jp/cards/000280/card46536.html,1900,1900,editor,3_明治後期(1900-1911),3_明治後期(1900-1911),914,日本文学／評論・随筆,Nonfiction,Sketch-Essay,essay,general,canonical,first,book,新字旧仮名,too_short,"底本: 日本の名随筆58　月 ／ 『自然と人生』所収の写生文 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 『自然と人生』（民友社, 1900）所収。篇ごとの新聞初出は未確認 ／ 短すぎるため分析から除外: 651字・418語。--chunk 2000 の1チャンクにも満たないのでチャンク単位の分析に乗らない。底本『日本の名随筆58 月』は詞華集で，青空文庫にあるのはこの1篇のみ。蘆花は『みみずのたはこと』『不如帰』で代表される",418,219,523.92,0.4725,0.0052,191.4,0.0,0.0,23.9,0,0,1,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,1.0,,,
JLIT076,,徳冨蘆花,とくとみ ろか,M,1868,1927,花月の夜,000280,046537,https://www.aozora.gr.jp/cards/000280/card46537.html,1900,1900,editor,3_明治後期(1900-1911),3_明治後期(1900-1911),914,日本文学／評論・随筆,Nonfiction,Sketch-Essay,essay,general,canonical,first,book,新字旧仮名,too_short,底本: 日本の名随筆58　月 ／ 同上。264字と極端に短く作品単位の統計には使えない ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 同上 ／ 短すぎるため分析から除外: 259字・163語。同上。コーパス中で最短,163,106,650.31,0.431,0.0,184.0,0.0,0.0,0.0,0,0,2,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,1.0,,,
JLIT077,,森鴎外,もり おうがい,M,1862,1922,舞姫,000129,058126,https://www.aozora.gr.jp/cards/000129/card58126.html,1890,1890,aozora_index,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),913,日本文学／小説・物語,Fiction,Modern,short-story,general,canonical,first,magazine,新字新仮名,complete,底本: 舞姫 ／ 雅文体の一人称回想,9529,2343,245.88,0.2993,0.026,327.4,1.0,2.1,51.4,0,0,11,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.997,,「國民之友第六拾九號」民友社、1890（明治23）年1月3日,
JLIT078,,正岡子規,まさおか しき,M,1867,1902,歌よみに与ふる書,000305,046534,https://www.aozora.gr.jp/cards/000305/card46534.html,1898,1898,aozora_index,2_明治中期(1887-1899),1_明治前期〜中期(〜1899),911,日本文学／詩歌,Nonfiction,Criticism,treatise,general,canonical,first,newspaper,新字新仮名,complete,底本: 子規選集　第七巻　子規の短歌革新 ／ 書簡体の歌論。一人称で論を立てる,10789,1932,179.07,0.3965,0.0009,568.2,0.9,2.8,1.9,0,0,17,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.998,,歌よみに与ふる書「日本」日本新聞社、1898（明治31）年2月12日  再び歌よみに与ふる書「日本附録週報」1898（明治31）年2月14日  三たび歌よみに与ふる書「日本」日本新聞社、1898（明治31）年2月18日  四たび歌よみに与ふる書「日本」日本新聞社、1898（明治31）年2月21日  五たび歌よみに与ふる書「日本」日本新聞社、1898（明治31）年2月23日  六たび歌よみに与ふる書「日本」日本新聞社、1898（明治31）年2月24日  七たび歌よみに与ふる書「日本」日本新聞社、1898（明治31）年2月28日  八たび歌よみに与ふる書「日本」日本新聞社、1898（明治31）年3月1日  九たび歌よみに与ふる書「日本」日本新聞社、1898（明治31）年3月3日  十たび歌よみに与ふる書「日本」日本新聞社、1898（明治31）年3月4日,
JLIT079,,福沢諭吉,ふくざわ ゆきち,M,1835,1901,学者安心論,000296,047054,https://www.aozora.gr.jp/cards/000296/card47054.html,1876,1876,aozora_index,1_明治前期(〜1886),1_明治前期〜中期(〜1899),370,教育（総記）,Nonfiction,Enlightenment-Didactic,treatise,general,canonical,none,magazine,新字新仮名,complete,底本: 福沢諭吉教育論集 ／ 明治9年の論説。非物語,7775,1500,192.93,0.36,0.0002,487.5,0.0,11.6,1.3,0,0,18,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,1.0,,「学者安心論」1876（明治9）年4月,
JLIT080,,福沢諭吉,ふくざわ ゆきち,M,1835,1901,旧藩情,000296,045664,https://www.aozora.gr.jp/cards/000296/card45664.html,1877,1877,editor,1_明治前期(〜1886),1_明治前期〜中期(〜1899),121,哲学／日本思想,Nonfiction,Historical-Essay,treatise,general,canonical,none,book,新字新仮名,complete,底本: 明治十年丁丑公論・瘠我慢の説 ／ 明治10年の論説。廃藩置県後の士族社会 ／ 初出媒体は編者の判断（青空文庫の索引に初出欄なし）: 明治10年の私家版,8819,1897,215.1,0.4332,0.0013,388.9,0.0,6.8,3.4,0,0,34,0,0,0,A_文語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,1.0,,,
JLIT081,,与謝野晶子,よさの あきこ,F,1878,1942,「女らしさ」とは何か,000885,003325,https://www.aozora.gr.jp/cards/000885/card3325.html,1921,1921,aozora_index,4_大正(1912-1925),4_大正(1912-1925),914,日本文学／評論・随筆,Nonfiction,Criticism,essay,general,canonical,first,magazine,新字新仮名,complete,底本: 与謝野晶子評論集 ／ 大正期女性評論,4375,886,202.51,0.3767,0.0,48.0,377.1,45.7,0.0,0,0,2,0,0,0,B_過渡的文体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.113,,「婦人倶楽部」1921（大正10）年2月,
JLIT082,,与謝野晶子,よさの あきこ,F,1878,1942,私の貞操観,000885,003319,https://www.aozora.gr.jp/cards/000885/card3319.html,1911,1911,aozora_index,3_明治後期(1900-1911),3_明治後期(1900-1911),914,日本文学／評論・随筆,Nonfiction,Criticism,essay,general,canonical,first,magazine,新字新仮名,complete,底本: 与謝野晶子評論集 ／ 同上,6897,1326,192.26,0.4125,0.0005,20.3,181.2,142.1,0.0,0,0,3,0,0,0,C_口語体,expansion,aozora_index+candidates+editorial,rebuilt:tokens_surface,0.101,,「女子文壇」1911（明治44）年10月～11月,
