id,file_v1,author_ja,author_reading,author_sex,author_birth,author_death,title_aozora,aozora_person_id,aozora_work_id,aozora_card_url,year_first,year_first_end,year_source,period,ndc,ndc_label,genre_main,genre_sub,form,audience,register_level,narration,first_medium,kana_orthography,completeness,note,tokens,types,ttr_x1000,kanji_ratio,katakana_ratio,bungo_per10k,kogo_per10k,p1_per10k,p3_per10k,gaiji_lost,kana_odoriji,kanji_odoriji,ditto_mark,latin_chars,arabic_digits,style_class
JLIT055,藤村_千曲川.txt,島崎藤村,しまざき とうそん,M,1872,1943,千曲川のスケッチ,000158,1503,https://www.aozora.gr.jp/cards/000158/card1503.html,1911,1912,editor,3_明治後期(1900-1911),914,日本文学／評論・随筆,Nonfiction,Sketch-Essay,essay,general,canonical,first,magazine,新字新仮名,complete,【修正】NDC 914。写生文。カードに初出欄なし,54434,6417,117.89,0.3603,0.0124,15.6,25.7,83.8,1.3,0,0,209,0,139,0,C_口語体
JLIT056,藤村_夜明け前.txt,島崎藤村,しまざき とうそん,M,1872,1943,夜明け前（第一部上〜第二部下）,000158,1504-1507,https://www.aozora.gr.jp/cards/000158/card1504.html,1929,1935,editor,5_昭和戦前(1926-1944),913,日本文学／小説・物語,Fiction,Historical,novel,general,canonical,third,magazine,新字新仮名,complete,【修正】「中央公論」1929〜1935年。v1 の1935は完結年。青空文庫では4カードに分割,502937,22716,45.17,0.3408,0.0045,22.5,39.5,24.7,32.4,52,0,560,0,0,0,C_口語体
JLIT057,藤村_家.txt,島崎藤村,しまざき とうそん,M,1872,1943,家（下）,000158,1510,https://www.aozora.gr.jp/cards/000158/card1510.html,1910,1911,editor,3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Modern,novel,general,canonical,third,newspaper,新字新仮名,PARTIAL,【重大】下巻のみ収録。上巻（card1509）が欠落。作品全体としては不完全,95663,6572,68.7,0.3323,0.0131,13.0,78.2,65.3,29.8,11,0,147,0,15,0,C_口語体
JLIT058,藤村_新生.txt,島崎藤村,しまざき とうそん,M,1872,1943,新生,000158,843,https://www.aozora.gr.jp/cards/000158/card843.html,1918,1919,card,4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Modern,novel,general,canonical,third,newspaper,新字新仮名,complete,【修正】「東京朝日新聞」1918年5月〜1919年10月。v1 の1919は完結年,217887,10925,50.14,0.339,0.0109,12.9,33.4,68.0,88.3,0,0,274,0,835,0,C_口語体
JLIT059,藤村_破戒.txt,島崎藤村,しまざき とうそん,M,1872,1943,破戒,000158,1502,https://www.aozora.gr.jp/cards/000158/card1502.html,1906,1906,card,3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Naturalist,novel,general,canonical,third,book,新字旧仮名,complete,緑蔭叢書1906年3月（自費出版）。新字旧仮名・仮名踊り字218件,138602,8468,61.1,0.3713,0.0014,20.9,36.9,47.3,21.3,0,218,395,0,0,0,C_口語体
JLIT060,鴎外_ヰタ.txt,森鴎外,もり おうがい,M,1862,1922,ヰタ・セクスアリス,000129,695,https://www.aozora.gr.jp/cards/000129/card695.html,1909,1909,card,3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Modern,novella,general,canonical,first,magazine,新字新仮名,complete,「昴」1909年7月,38708,4620,119.36,0.3168,0.0015,13.2,10.1,138.2,8.8,0,0,39,0,856,0,C_口語体
JLIT061,鴎外_伊沢蘭軒.txt,森鴎外,もり おうがい,M,1862,1922,伊沢蘭軒,000129,2084,https://www.aozora.gr.jp/cards/000129/card2084.html,1916,1917,card,4_大正(1912-1925),913,日本文学／小説・物語,Nonfiction,Historical-Biography,biography,general,canonical,first,newspaper,新字旧仮名,complete,史伝。漢字率51.3%（最高）。外字欠落166件（最多）,336111,24427,72.68,0.5132,0.0013,82.1,2.1,41.7,3.0,166,0,477,0,0,0,B_過渡的文体
JLIT062,鴎外_大塩平八郎.txt,森鴎外,もり おうがい,M,1862,1922,大塩平八郎,000129,2298,https://www.aozora.gr.jp/cards/000129/card2298.html,1914,1914,editor,4_大正(1912-1925),913,日本文学／小説・物語,Fiction,Historical,novella,general,canonical,third,magazine,新字旧仮名,complete,初出『中央公論』1914年1月。カードに初出欄なし,30555,4558,149.17,0.4724,0.0002,14.4,11.1,18.0,2.0,0,0,50,0,0,55,C_口語体
JLIT063,鴎外_渋江抽斎.txt,森鴎外,もり おうがい,M,1862,1922,渋江抽斎,000129,2058,https://www.aozora.gr.jp/cards/000129/card2058.html,1916,1916,card,4_大正(1912-1925),913,日本文学／小説・物語,Nonfiction,Historical-Biography,biography,general,canonical,first,newspaper,新字新仮名,complete,「大阪毎日新聞」「東京日日新聞」1916年1月13日〜5月17日。外字欠落17件,112138,11143,99.37,0.4221,0.0029,22.5,6.7,26.5,1.8,17,0,116,0,0,0,B_過渡的文体
JLIT064,鴎外_青年.txt,森鴎外,もり おうがい,M,1862,1922,青年,000129,2522,https://www.aozora.gr.jp/cards/000129/card2522.html,1910,1911,card,3_明治後期(1900-1911),913,日本文学／小説・物語,Fiction,Bildungsroman,novel,general,canonical,third,magazine,新字新仮名,complete,【修正】「昴」1910年3月〜1911年8月。v1 の1910は開始年のみ。ラテン文字1895字（独語）,79931,7656,95.78,0.3091,0.0102,11.5,54.8,33.7,1.6,2,0,114,0,1895,0,C_口語体
